name, num_atoms, energy, time_to_load, time_to_parameterize, time_to_energy_minimize
cellulose, 192, 2584.9799108084 kJ/mol, 0.732271671295166, 3.0030763149261475, 0.10339045524597168
chitin, 192, 1770.1661088958265 kJ/mol, 0.7278616428375244, 3.1667232513427734, 0.11058235168457031
dextran, 192, 2393.523111151316 kJ/mol, 0.7297658920288086, 2.995077133178711, 0.08919382095336914
messy_sugar, 437, 5701.333772629713 kJ/mol, 0.9861624240875244, 4.622883319854736, 0.40396618843078613
trimannose, 66, 842.4459738766869 kJ/mol, 0.6830449104309082, 2.4773478507995605, 0.06801486015319824
vulcanizedrubber, 103, 954.6789031317625 kJ/mol, 0.7282273769378662, 2.606358051300049, 0.10391974449157715
2q1r, 389, 8664.8091700163 kJ/mol, 0.7909650802612305, 6.076456308364868, 2.9373443126678467
122d, 636, 36342.31944789814 kJ/mol, 0.884666919708252, 4.8882646560668945, 16.92434787750244
130d, 832, 58861.69616274748 kJ/mol, 1.4691877365112305, 9.7808198928833, 15.07646918296814
133d, 382, nan, 2.293818712234497, 9.7808198928833, 15.07646918296814
144d, 832, 38073.29215335862 kJ/mol, 1.1008117198944092, 7.948011636734009, 12.630629062652588
6cww, 6803, -8052.365767178377 kJ/mol, 27.749401807785034, 74.01679539680481, 60.31446981430054
7qt2, 14161, -108821.77436377772 kJ/mol, 12.641523838043213, 162.78596591949463, 84.75390458106995
7wcc, 9514, -92514.32302759595 kJ/mol, 9.918452978134155, 66.61559963226318, 46.56693077087402
6mtg, 11113, 6143.794097858774 kJ/mol, 9.061414241790771, 110.33207869529724, 103.42268633842468
7xjf, 9415, -56738.41332510514 kJ/mol, 6.0821850299835205, 93.65291738510132, 44.961044788360596
7fse, 17282, -150603.72487059844 kJ/mol, 15.292245388031006, 321.42526626586914, 176.27316188812256
7pvu, 11476, -89063.4574019215 kJ/mol, 15.283473014831543, 124.44508814811707, 59.70956587791443
8ovp, 17851, -53905.17473205308 kJ/mol, 18.000847578048706, 215.89935851097107, 502.09246468544006
8gt9, 6135, -52163.74353168197 kJ/mol, 5.103057384490967, 59.4689724445343, 15.9306161403656
8fy3, 17964, -120699.54027647914 kJ/mol, 13.047948837280273, 232.19101977348328, 130.98771715164185
8f0x, 17660, -113976.38272797392 kJ/mol, 13.869235754013062, 283.126895904541, 145.69081616401672
8e8i, 7759, -82265.22357165041 kJ/mol, 4.946330308914185, 65.03845071792603, 56.80254817008972
8d1b, 13306, -110383.09875625987 kJ/mol, 6.672739028930664, 105.05427551269531, 62.97412133216858
8bhw, 42392, -346272.34167988296 kJ/mol, 18.42553997039795, 289.1481912136078, 652.4311590194702
8ciq, 549, -2858.9033564810006 kJ/mol, 0.6649177074432373, 6.517700910568237, 0.8086528778076172
7yb4, 1120, -5906.291625259383 kJ/mol, 0.5997889041900635, 9.855359315872192, 1.1663141250610352
1lyd, 2889, -27635.28402868811 kJ/mol, 1.2986736297607422, 25.719340085983276, 5.568377733230591
bip23267-sup-0002-appendixs1, 82, 821.0692709651387 kJ/mol, 0.31685638427734375, 1.5573327541351318, 0.25014567375183105
ja7b02319_si_002, 129, 952.5077158356381 kJ/mol, 0.6952152252197266, 2.796189785003662, 0.3137776851654053
ja7b02319_si_003, 198, 1465.836716143781 kJ/mol, 0.6975200176239014, 3.2422115802764893, 0.1966862678527832
Nspe5_gaff-phi_top6pops, 124, 850.0743856164694 kJ/mol, 0.6814730167388916, 2.9013736248016357, 0.15021300315856934
PEO_PLGA, 96, 1070.0157126803078 kJ/mol, 0.30004143714904785, 6.6096532344818115, 0.1991734504699707
atactic_styrene-s9, 9090, 78113.86210077758 kJ/mol, 3.543128490447998, 30.13072681427002, 65.13101029396057
atactic_styrene, 162, 1338.660458737826 kJ/mol, 0.7048153877258301, 2.8696868419647217, 0.07188653945922852
bisphenolA, 331, 2693.0051861048814 kJ/mol, 0.8455524444580078, 3.5060553550720215, 0.09753131866455078
naturalrubber-s49, 49147, 361120.52757390146 kJ/mol, 19.936020612716675, 128.18323230743408, 856.9698829650879
naturalrubber, 106, 746.7071180183983 kJ/mol, 0.8072192668914795, 2.5946171283721924, 0.17566227912902832
paam_modified-s64, 64128, 339813.3639528322 kJ/mol, 26.248913764953613, 192.317054271698, 1400.6664235591888
paam_modified, 422, 1829.6203972595215 kJ/mol, 1.539543867111206, 4.525209903717041, 0.3366971015930176
PAMAM, 530, 13340.442699532367 kJ/mol, 0.9621942043304443, 4.592190265655518, 0.849480152130127
peg_modified-s49, 49147, 519235.4460747601 kJ/mol, 29.211533308029175, 119.03847432136536, 126.53172135353088
peg_modified, 261, 2709.8240474653257 kJ/mol, 0.8320250511169434, 3.2909300327301025, 0.22681903839111328
polyethylene-s9, 9036, 72006.20637473339 kJ/mol, 4.850874900817871, 27.89258337020874, 19.390085697174072
polyethylene, 4808, 38968.08765380949 kJ/mol, 3.350604772567749, 17.531296253204346, 3.470649003982544
polyethylmethacrylate-s81, 81810, 802680.0337751224 kJ/mol, 44.190961599349976, 206.6802008152008, 2693.4102206230164
polyethylmethacrylate, 110, 970.637554164861 kJ/mol, 1.149493932723999, 2.913853168487549, 0.07798099517822266
polymethylketone, 118, 1293.940158025829 kJ/mol, 0.7943594455718994, 2.777862787246704, 0.06427931785583496
polyphenyleneI, 262, 2934.6201142724767 kJ/mol, 0.8717024326324463, 3.4211490154266357, 0.09928035736083984
polyphenyleneII, 145, 1605.8201533184517 kJ/mol, 0.7442734241485596, 2.884092092514038, 0.05910134315490723
PolyphenyleneIII, 372, 4209.441175068207 kJ/mol, 0.8787357807159424, 3.8988490104675293, 0.13297224044799805
polyphenylenesulfone-s16, 16048, 180148.80559633457 kJ/mol, 8.714131355285645, 48.178250551223755, 13.038247346878052
polyphenylenesulfone, 106, 1143.952339541097 kJ/mol, 0.6698296070098877, 2.552722930908203, 0.23648834228515625
polythiophene, 192, 1786.3416493490358 kJ/mol, 0.6945950984954834, 2.9626376628875732, 0.3570363521575928
polyvinylchloride-s81, 81324, 805070.9417618616 kJ/mol, 45.540048122406006, 249.65989422798157, 1894.5041916370392
polyvinylchloride, 62, 506.6064053750742 kJ/mol, 0.7852535247802734, 2.472337245941162, 0.03634476661682129
syntactic_styrene-s49, 49490, 445614.5527093669 kJ/mol, 20.25805902481079, 143.1630129814148, 454.41278553009033
syntactic_styrene, 162, 1378.3980552016399 kJ/mol, 0.7852606773376465, 2.9063172340393066, 0.04359722137451172
pnipam_modified-s49, 49441, 316042.17870609293 kJ/mol, 30.648664712905884, 170.92973566055298, 505.87961888313293
pnipam_modified, 515, 3142.7887226043995 kJ/mol, 1.0873799324035645, 5.0937416553497314, 0.3725144863128662
PET, 91, 861.3083013858894 kJ/mol, 0.656531810760498, 2.5790932178497314, 0.07738685607910156
