name, num_atoms, energy, time_to_load, time_to_parameterize, time_to_energy_minimize
PEO_PLGA, 96, 1070.4529800876535 kJ/mol, 0.3653261661529541, 3.6665852069854736, 0.16689229011535645
atactic_styrene-s9, 9090, 78273.16448746454 kJ/mol, 3.3126063346862793, 56.37386512756348, 64.80326080322266
atactic_styrene, 162, 1339.586473426557 kJ/mol, 0.6508224010467529, 2.701936960220337, 0.06665539741516113
bisphenolA, 331, 2693.718127781951 kJ/mol, 0.7671682834625244, 3.274749755859375, 0.09319305419921875
naturalrubber-s49, 49147, 360848.9454147658 kJ/mol, 18.188129663467407, 280.07314825057983, 877.5298383235931
naturalrubber, 106, 747.446747028727 kJ/mol, 0.6945705413818359, 2.490957260131836, 0.18988394737243652
paam_modified-s64, 64128, 338577.0971218059 kJ/mol, 25.435320615768433, 404.8705668449402, 1280.2088549137115
paam_modified, 422, 1834.2734265318272 kJ/mol, 0.8081796169281006, 4.116150617599487, 0.30249476432800293
PAMAM, 530, 13379.032099529455 kJ/mol, 0.8268046379089355, 4.4152445793151855, 0.645056962966919
peg_modified-s49, 49147, 519275.1095502514 kJ/mol, 26.87251043319702, 276.1188995838165, 124.28403663635254
peg_modified, 261, 2706.899880818791 kJ/mol, 0.725860595703125, 3.065155029296875, 0.239638090133667
polyethylene-s9, 9036, 71896.42443484667 kJ/mol, 4.3256237506866455, 57.373483419418335, 16.910353899002075
polyethylene, 4808, 39004.715121799956 kJ/mol, 2.9617910385131836, 28.655301570892334, 3.1039085388183594
polyethylmethacrylate-s81, 81810, 800618.1056633311 kJ/mol, 38.3423330783844, 475.8527970314026, 2563.9549198150635
polyethylmethacrylate, 110, 970.860998144552 kJ/mol, 0.6769969463348389, 2.8809311389923096, 0.07106661796569824
polymethylketone, 118, 1294.259685305966 kJ/mol, 0.7713155746459961, 2.6040875911712646, 0.0536954402923584
polyphenyleneI, 262, 2934.019609913353 kJ/mol, 0.7780900001525879, 3.180438280105591, 0.09770011901855469
polyphenyleneII, 145, 1606.319174630969 kJ/mol, 0.7013535499572754, 2.6951334476470947, 0.058089494705200195
PolyphenyleneIII, 372, 4211.536300595826 kJ/mol, 2.3193743228912354, 3.7719433307647705, 0.13353180885314941
polyphenylenesulfone-s16, 16048, 180185.12385102425 kJ/mol, 8.010428667068481, 89.39311957359314, 13.25435495376587
polyphenylenesulfone, 106, 1144.1806051224712 kJ/mol, 0.6220386028289795, 2.45072865486145, 0.22462129592895508
polythiophene, 192, 1805.8807959530448 kJ/mol, 0.660114049911499, 2.96702241897583, 0.17564749717712402
polyvinylchloride-s81, 81324, 802442.8085133558 kJ/mol, 40.81785702705383, 512.5052721500397, 1821.9444704055786
polyvinylchloride, 62, 506.2898599259878 kJ/mol, 0.6243767738342285, 2.3241634368896484, 0.033071279525756836
syntactic_styrene-s49, 49490, 447977.16066506493 kJ/mol, 16.886621475219727, 299.20868825912476, 389.369930267334
syntactic_styrene, 162, 1378.303347007396 kJ/mol, 0.6729376316070557, 2.732048988342285, 0.03763866424560547
pnipam_modified-s49, 49441, 316144.2141711408 kJ/mol, 21.101496696472168, 340.37881803512573, 454.4973154067993
