#"Step","Potential Energy (kJ/mole)","Temperature (K)"
10,475.19390869140625,2.3544216980357073
20,476.5299377441406,4.87968430220211
30,477.8880615234375,6.175533267836934
40,478.74786376953125,8.447678632718887
50,479.89813232421875,9.883272763190316
60,482.2593078613281,9.906549057327315
70,483.5565185546875,10.754046873295254
80,483.1718444824219,13.28922950153987
90,484.42620849609375,14.151210030787537
100,487.59942626953125,14.847148648910997
110,487.64764404296875,16.732173036509636
120,487.9029541015625,18.17755803482442
130,487.7335510253906,19.836655715787806
140,488.849853515625,22.555548004343773
150,491.569091796875,22.28410694838007
160,489.275390625,27.67973915606794
170,492.6865234375,26.954592955117306
180,491.127685546875,30.56506926162559
190,494.7839050292969,28.464405080161804
200,495.36920166015625,31.451925744354092
210,498.7122497558594,31.470350077409183
220,497.47998046875,34.15431244507314
230,499.3577575683594,34.38969157119687
240,500.19940185546875,36.07728696087555
250,501.97821044921875,37.92142435617619
260,503.9995422363281,38.41537468913957
270,504.4276123046875,38.61811816523971
280,506.25634765625,38.157478852991815
290,503.4210205078125,44.24126503903506
300,503.53826904296875,44.261028834552036
310,502.2583923339844,45.13228479653379
320,503.222412109375,48.71568569956388
330,505.36444091796875,49.386392051084755
340,506.40313720703125,50.76311754651155
350,504.2932434082031,53.00317340397495
360,509.6728515625,48.03532483718066
370,512.2735595703125,48.00469993246195
380,513.682861328125,49.23174516450418
390,515.9402465820312,51.46537295650646
400,517.618408203125,52.80929336876295
410,517.0927734375,55.79304636596509
420,518.9838256835938,57.746386082819946
430,517.6364135742188,62.43201847546387
440,516.2279663085938,69.46508878591365
450,515.7689208984375,72.66435019069893
460,519.627685546875,69.25873387477152
470,522.4842529296875,67.01219056692895
480,523.085205078125,68.31757935568017
490,521.649658203125,68.97486378047302
500,521.7833251953125,72.48082266971049
510,531.96435546875,63.13213528707895
520,524.8430786132812,75.59517804366718
530,525.509521484375,77.6033585726453
540,530.0297241210938,75.40390827898645
550,530.3610229492188,81.08702825136947
560,532.2818603515625,80.09962467702259
570,531.4411010742188,81.41565452669558
580,530.4209594726562,82.37637451920615
590,530.031005859375,82.52175778373217
600,528.5347290039062,87.44611432758718
610,530.5023193359375,87.08789123852948
620,533.5194702148438,82.43293809165397
630,527.05712890625,93.32146243637537
640,536.7544555664062,82.44853218734768
650,532.5864868164062,86.65722477995674
660,543.5511474609375,82.13115411365521
670,549.2279663085938,78.29668980320076
680,541.404296875,90.46711630560753
690,543.335693359375,89.13466781678824
700,541.1738891601562,93.9417889131505
710,548.2445068359375,88.97482505264065
720,537.2853393554688,97.86324309743839
730,538.7042846679688,100.93308424790357
740,536.6506958007812,102.83976685751102
750,548.2504272460938,95.77234596011398
760,550.930419921875,86.63774279067381
770,549.8504028320312,92.34838240996109
780,549.59423828125,96.85052561754546
790,558.6480712890625,88.36795247188445
800,549.5606079101562,104.00454924395115
810,551.5135498046875,109.0433010125777
820,550.2758178710938,113.87161625772181
830,546.040771484375,124.41153492346602
840,544.5144653320312,128.75776260212325
850,559.130126953125,116.2102700747702
860,556.334716796875,116.98186241852929
870,569.5010375976562,99.37322468272937
880,556.0662231445312,111.82135352723394
890,564.007568359375,106.85611795479835
900,563.6356201171875,110.15832555901441
910,569.2735595703125,105.78189550372227
920,560.6117553710938,122.53871358264279
930,575.5596923828125,109.70291633628048
940,566.4634399414062,117.75566591998617
950,555.2131958007812,141.31435323098788
960,557.4039916992188,138.66094134064755
970,565.7811279296875,128.74373351902574
980,551.5899047851562,146.51103063850752
990,572.9319458007812,125.20593657762043
1000,566.5282592773438,132.27068964895278
